321,"데리다",AV,"규칙",2,61342,"bring with","* 여자는 병원에 아픈 아이를 데리고 왔다.
* 데려다 기르다."
322,"옳다01",DV,"규칙",1,67844,"right; righteous","* 그는 부당한 이득을 탐하지 않고 평생 옳은 삶을 살아 왔다. 
* 옳은 것."
323,"뜨겁다",DV,"ㅂ불규칙",1,66027,hot,"* 우리는 한여름의 뜨거운 태양을 피하기 위해 가게 안으로 들어갔다.
* 뜨거운 국물."
324,"찍다02",AV,"규칙",1,63320,stamp,"* 아내는 나 대신 도장에 인주를 묻혀 서류에 찍어 주었다.
* 찍은 자국."
325,"가볍다",DV,"ㅂ불규칙",1,26788,light,"* 그는 가방에 든 필요 없는 물건은 빼 버리고 가방을 가볍게 해서 여행을 갔다.
* 가벼운 가방."
326,"쳐다보다",AV,"규칙",1,72122,"look up","* 아이는 나뭇가지에 걸린 풍선을 쳐다보며 울고 있었다.
* 나무를 쳐다보다."
327,"정리하다",AV,"ㅕ불규칙",3,75784,organize,"* 하루 종일 이삿짐을 정리하다 보니 벌써 밤이 되었다.
* 방을 정리하다."
328,"죽이다01",AV,"규칙",2,82137,kill,"* 지수가 깜빡하고 물을 주지 않아 기르던 화초를 죽였다.
* 곤충을 죽이다."
329,"단순하다",DV,"ㅕ불규칙",3,42213,simple,"* 그 일은 어느 누구나 손쉽게 할 수 있는 단순한 작업이었다.
* 단순한 구조."
330,"빠지다01",AV,"규칙",2,66637,"fall out; slip out","* 책 속에 끼워 두었던 지폐 한 장이 책 속에서 빠졌다.
* 가시가 빠지다."
331,"참여하다",AV,"ㅕ불규칙",3,24871,"participate; get involved","* 주민들은 자발적으로 분리수거에 참여했다.
* 모임에 참여하다."
332,"푸르다",DV,"러불규칙",1,73266,"blue; green","* 푸른 잔디가 깔린 축구장에서 선수들이 축구를 하고 있었다.
* 푸른 물결."
333,"흔들다",AV,"규칙",1,29776,"wave; sway; flap; wag; shake","* 아버지가 집에 돌아오자 우리 집 강아지가 반갑다고 꼬리를 흔들며 반겼다.
* 고개를 흔들다."
334,"뽑다",AV,"규칙",1,26962,"pull; pick; pluck","* 나는 흰머리를 뽑다가 너무 많아서 그냥 염색을 했다.
* 기둥을 뽑다."
335,"피우다",AV,"규칙",1,73272,"make bloom; open up","* 집 주변에 있는 밤나무가 때맞춰 꽃을 피웠다.
* 꽃을 피우다."
336,"부족하다",DV,"ㅕ불규칙",3,59849,"insufficient	","* 본격적인 모내기 철을 맞아 우리는 농촌으로 내려가 부족한 일손을 돕기로 했다.
* 부족한 공급."
337,"진행되다",AV,"규칙",3,29756,progress,"* 차가 갑자기 앞으로 진행되면서 사람들이 놀라 피했다.
* 앞으로 진행되다."
338,"기록하다",AV,"ㅕ불규칙",3,61090,"record; document","* 천문학자들은 그날 하늘에 수없이 많은 유성들이 있었다고 기록했다. 
* 기록한 메모."
339,"다가오다",AV,"규칙",2,73864,"approach; come near","* 저 맞은편에서 친구가 반갑게 손을 흔들며 내게 다가온다.
* 기차가 다가오다."
340,"불다",AV,"규칙",1,74179,blow,"* 곧 비가 올 것 같은 습한 바람이 분다.
* 부는 산들바람."
341,"이끌다",AV,"규칙",2,17971,"bring; take","* 그는 집에서 키우는 개들을 이끌고 밖에 다니는 것을 좋아한다.
* 가족을 이끌다"
342,"개발하다",AV,"ㅕ불규칙",3,62257,"develop; exploit","* 우리 회사는 광산을 개발하여 여러 가지 자원을 생산할 수 있게 되었다.
* 관광 자원을 개발하다."
343,"떨다01",AV,"규칙",2,65529,"shake; tremble","* 벼 이삭이 사각사각 바람에 떨었다.
* 꽃이 떨다."
344,"자유롭다",DV,"ㅂ불규칙",2,71198,free,"* 자유롭게 질문하며 토론하는 수업에서는 교사와 학생이 깊이 있게 생각을 나눌 수 있다.
* 자유롭게 결정하다."
345,"기울이다",AV,"규칙",2,32521,"lean; tilt","* 승규는 뒷자리에 앉은 영수를 보기 위해 거울을 기울여 각도를 조절했다.
* 몸을 기울이다."
346,"관련되다",AV,"규칙",3,30307,"be related","* 경찰은 이번 사건의 피해자와 관련된 사람들을 모두 조사하였다.
* 관련된 문제."
347,"더불다",AV,"규칙",2,14736,"do together","* 친구들과 더불어 여행하니 혼자 여행할 때보다 더 즐거웠다.
* 더불어 살다."
348,"건강하다",DV,"ㅕ불규칙",3,17317,"healthy; strong","* 형은 건강해서 병원에 가 본 적도 없다.
* 건강한 몸."
349,"기대하다",AV,"ㅕ불규칙",3,62300,"expect; anticipate","* 민준은 즐거운 여행을 기대하며 집을 나섰다.
* 개선을 기대하다."
350,"도착하다",AV,"ㅕ불규칙",3,70745,"arrive; reach","* 뒤늦게 학교에 도착하니 시험은 이미 끝나 있었다.
* 버스가 도착하다."
351,"흘리다",AV,"규칙",1,91709,spill,"* 아이가 흘린 밥알 때문에 식탁 위가 지저분했다. 
* 흘린 음식."
352,"당연하다",DV,"ㅕ불규칙",2,49496,"natural; justifiable; fair","* 공부를 안 했으니 시험 성적이 나쁜 것은 당연한 결과라고 할 수 있다.
* 당연한 결과."
353,"따뜻하다",DV,"ㅕ불규칙",1,57297,warm,"* 지난 주말에는 날씨가 따뜻해서 식구들과 나들이를 다녀왔다.
* 따뜻한 기후."
354,"빌리다",AV,"규칙",1,17824,"borrow; rent","* 김 사장은 은행에서 빌린 돈을 벌써 몇 달째 갚지 못했다.
* 빌려 쓰다."
355,"놓이다",AV,"규칙",2,61388,"be relieved","* 혼이 나지 않을까 걱정했던 나는 선생님의 따뜻한 미소에 마음이 놓였다.
* 마음이 놓이다."
356,"밝다02",DV,"규칙",1,62105,"light; brilliant; luminous","* 도서관은 책을 읽는 장소이기 때문에 조명이 다른 곳보다 밝은 것이 좋다.
* 밝은 불빛."
357,"곱다02",DV,"ㅂ불규칙",2,24959,beautiful,"* 어머니는 나이가 드셨지만 고운 미소만큼은 여전하시다.
* 고운 손."
358,"생각되다",AV,"규칙",3,71100,"look; appear","* 어렵고 힘든 시기에는 친구들의 격려가 아주 큰 힘이 된다고 생각된다.
* 범인으로 생각되다."
359,"선택하다",AV,"ㅕ불규칙",3,65115,"choose; make a choice; select","* 엄마는 음식을 만들 때 신선한 재료만을 선택하신다.
* 배우자를 선택하다."
360,"심다",AV,"규칙",1,64968,plant,"* 장마가 끝나고 나서 할아버지는 그 논둑에 콩을 심었다.
* 꽃을 심다."
361,"적다01",AV,"규칙",1,71234,"write; write down","* 초등학생 딸은 나팔꽃을 관찰한 내용을 열심히 적어 관찰 기록장을 만들었다.
* 가사를 적다."
362,"간단하다",DV,"ㅕ불규칙",1,70702,simple,"* 수술이 간단하고 위험하지도 않아 생각보다 금방 끝났다.
* 간단한 설명."
363,"견디다",AV,"규칙",2,64366,"bear; stand; endure","* 이 정도 돈이면 열흘은 견딜 수 있을 것 같았다.
* 견디기 어렵다."
364,"막히다",AV,"규칙",1,29777,"be blocked; be closed; be clogged","* 음식물 찌꺼기와 각종 오물로 하수구가 막혀 물이 잘 빠지지가 않는다.
* 막힌 구멍."
365,"복잡하다",DV,"ㅕ불규칙",1,66274,"complex; complicated","* 간단할 줄 알고 시작한 일이 복잡하게 틀어져 버렸다.
* 복잡한 감정."
366,"뿌리다",AV,"규칙",2,65867,"fall; blow and fall","* 아침부터 비가 뿌리는 것을 보니 오늘도 장사가 잘 안 될 것 같다.
* 가랑비가 뿌리다."
367,"극복하다",AV,"ㅕ불규칙",3,37155,overcome,"* 그는 가난을 극복하기 위해 부단한 노력을 하였다.
* 가난을 극복하다."
368,"쓰이다01",AV,"규칙",2,66568,"be written","* 봉투에는 승규의 이름이 쓰여 있었다.
* 글씨가 쓰이다."
369,"일정하다",DV,"ㅕ불규칙",3,24569,uniform,"* 도로 양옆에는 가로수들이 일정한 간격으로 서 있다.
* 일정한 길이."
370,"다지다02",AV,"규칙",3,40591,"mince; chop","* 요리사는 고기와 채소들을 다지고 계란을 넣어 전을 부쳤다.
* 다진 양념."
371,"밝혀지다",AV,"규칙",2,15882,"be illuminated; be lightened; be brightened","* 방은 두 개의 밝은 형광등으로 밝혀져 있다.
* 불이 밝혀지다."
372,"알맞다",DV,"규칙",1,71501,"appropriate; proper; suitable	","* 빈칸에 들어갈 수 있는 알맞은 말을 골라 넣으시오.
* 알맞은 거리."
373,"희다",DV,"규칙",2,92491,white,"* 밤새 흰 눈이 내려 나무 위에 소복이 쌓여 있었다.
* 흰 구름."
374,"가리키다",AV,"규칙",1,17882,"point; gesture; indicate","* 아이는 땅에 떨어뜨린 아이스크림을 가리키며 울었다.
* 가리키는 곳."
375,"모시다",AV,"규칙",1,64703,"serve; attend; wait on","* 오빠는 결혼한 뒤에도 계속 부모님을 모셨다.
* 고객을 모시다."
376,"수많다",DV,"규칙",2,71144,"numerous; abundant","* 나는 몇천 명이 지원한 시험에서 수많은 경쟁자를 따돌리고 시험에 합격했다.
* 수많은 경쟁자."
377,"치르다",AV,"규칙",2,28130,"pay; settle","* 김 사장은 새로 사들인 건물의 잔금을 제 때 치르지 못해 애를 먹었다.
* 치른 대금."
378,"똑같다",DV,"규칙",1,70801,"exactly the same; equivalent to","* 내 이름은 흔해서 나와 똑같은 이름을 가진 사람들이 많다.
* 간격이 똑같다."
379,"말씀하다",AV,"ㅕ불규칙",3,17200,"say; speak","* 어머니, 지난번에 말씀하신 일들은 어떻게 되었나요?
* 말씀한 내용."
380,"불리다01",AV,"규칙",3,74180,"be called","* 선생님께 교무실로 불려 갔던 승규는 표정이 좋지 않았다.
* 불리어 가다."
381,"차리다",AV,"규칙",2,71366,"set the table","* 아내는 여러 요리를 만들어 상을 차렸다.
* 생일상을 차리다."
382,"뜨다01",AV,"규칙",2,66028,"float; buoy","* 하얀 연꽃이 연못 위에 떠 있었다.
* 하늘에 떠 있다."
383,"의미하다",AV,"ㅕ불규칙",3,71119,"mean; signify; imply","* 나는 그의 말이 무엇을 의미하는지 몰라서 멍하게 얼굴만 쳐다보았다.
* 과거를 의미하다."
384,"구성되다",AV,"규칙",3,24557,"be formed; be organized","* 영국 의회는 상원과 하원으로 구성됩니다.
* 국회가 구성되다."
385,"독특하다",DV,"ㅕ불규칙",2,14400,unique,"* 시상식에 그 여배우가 신고 나온 구두의 디자인은 눈에 띄게 독특했다.
* 독특한 디자인."
386,"소개하다",AV,"ㅕ불규칙",3,84999,mediate,"* 여행을 많이 하는 삼촌은 주변에 여행사를 소개해 주었다.
* 직장을 소개하다."
387,"잘되다",AV,"규칙",1,62302,"go well; work well; work out","* 오늘 낮에 이루어진 거래는 모두 성공적으로 잘되었다.
* 잘된 농사."
388,"추진하다",AV,"ㅕ불규칙",3,27800,"propel; push; drive","* 과학 시간에 비행기가 뜨는 원리와 비행기를 추진하는 원리에 대해 배웠다.
* 로켓을 추진하다. "
389,"쌓이다",AV,"규칙",2,65098,"be piled up; be heaped","* 청소를 안 해서 책상 위에 먼지가 많이 쌓였다.
* 옷이 쌓여 있다."
390,"쥐다",AV,"규칙",2,17830,clench,"* 경기에 나가는 아들에게 어머니는 주먹을 쥐어 보이며 파이팅을 외쳤다.
* 주먹을 쥐다."
391,"끓이다",AV,"규칙",1,59474,boil,"* 물을 끓이면 몇몇 세균은 없앨 수 있다.
* 물을 끓이다."
392,"멈추다",AV,"규칙",1,46133,"stop doing; quit","* 어디가 아픈지 아이의 울음이 멈추질 않는다.
* 소리가 멈추다."
393,"사용되다",AV,"규칙",3,66652,"be used","* 이 물감은 유채화를 그리는 데에 많이 사용된다.
* 재료가 사용되다."
394,"찾아가다",AV,"규칙",1,71812,"go visiting","* 나는 할머니가 보고 싶어 무작정 할머니 댁에 찾아갔다.
* 선생님을 찾아가다."
395,"늘다",AV,"규칙",1,64492,"be extended","* 아이가 불고 있는 풍선의 크기가 점점 늘어 간다.
* 고무줄이 늘다."
396,"닿다",AV,"규칙",2,62308,"attach; touch","* 이 옷은 면으로 만들어져 피부에 닿는 느낌이 부드러웠다.
* 물에 닿다."
397,"속하다",AV,"ㅕ불규칙",2,63878,belong,"* 토마토는 채소류에 속한다.
* 모임에 속하다."
398,"제공하다",AV,"ㅕ불규칙",3,62651,"provide; offer","* 민준이는 살 집을 구하지 못해 숙식을 제공하는 일자리를 알아보고 있다.
* 금품을 제공하다."
399,"증가하다",AV,"ㅕ불규칙",3,27744,"grow; rise","* 규모가 커지면서 그 회사에 다니는 직장인의 수도 크게 증가하였다.
* 증가한 소비."
400,"외치다",AV,"규칙",2,69153,"cry out; shout","* 길을 걷다 가방을 도둑맞은 여자는 “도둑이야!” 하고 외쳤다.
* 사람이 외치다."
401,"편하다",DV,"ㅕ불규칙",1,71334,"comfortable; easy; peaceful","* 시험이 끝나고 며칠 동안은 마음 편하게 그저 놀았다.
* 편하게 놀다."
402,"끝내다",AV,"규칙",1,29692,"complete; finish","* 김 과장은 일을 끝내자마자 퇴근해서 약속 장소로 향했다.
* 강의를 끝내다."
403,"넘기다",AV,"규칙",2,28562,"pass; miss; exceed","* 나는 마감 기한을 넘기지 않으려고 서둘러 원고를 썼다.
* 기한을 넘기다."
404,"드리다01",AV,"규칙",1,61168,"give; offer","* 지수는 첫 월급을 타서 어머니께 모두 드렸다.
* 선물을 드리다."
405,"젖다",AV,"규칙",1,64729,"get wet","* 아이들은 불을 피워 젖은 옷을 말렸다.
* 머리카락이 젖다."
406,"제외하다",AV,"ㅕ불규칙",3,31801,exclude,"* 우리 집은 장마철을 제외하고는 습기가 없는 편이다.
* 몇몇을 제외하다."
407,"깨끗하다",DV,"ㅕ불규칙",1,60323,clean,"* 아이는 흙먼지에 더러워진 손을 깨끗하게 씻었다.
* 깨끗한 거리."
408,"어둡다",DV,"ㅂ불규칙",1,89860,"dark; dim","* 지수는 어두운 방 안에서 바닥을 더듬거리며 손전등을 찾았다.
* 어두운 거리."
409,"관련하다",AV,"ㅕ불규칙",3,30320,"be related","* 수업이 끝나고 김 선생은 기말 보고서에 관련한 질문을 받았다.
* 관련한 질문."
410,"물어보다",AV,"규칙",1,69473,"ask; inquire; interrogate","* 동생이 나에게 이 물건을 어떻게 다루는 것인지 물어보았다.
* 길을 물어보다."
411,"미안하다",DV,"ㅕ불규칙",3,67883,"regrettable; sorry	","* 우리는 지수에게 미안한 마음에 진심으로 사과를 했다.
* 미안한 마음."
412,"밀다",AV,"규칙",1,74177,push,"* 학생들은 책상을 옆으로 밀어 줄을 맞췄다.
* 문을 밀다."
413,"주어지다",AV,"규칙",2,25958,"be given; be endowed","* 교사에게 주어진 큰 문제는 학생들을 얼마나 즐겁게 수업에 참여시키는가이다.
* 주어진 과제."
414,"고려하다",AV,"ㅕ불규칙",3,19896,consider,"* 우리 팀에서는 직원들의 개인 일정을 충분히 고려해서 회식 날짜를 정했다.
* 고려할 사항."
415,"올라오다",AV,"규칙",1,67841,"come up; rise; ascend","* 아랫집 아주머니는 우리집에 자주 올라온다.
* 꼭대기로 올라오다."
416,"챙기다",AV,"규칙",2,29778,pack,"* 그는 내일 출장을 위해 간단하게 짐을 챙겼다.
* 가방을 챙기다."
417,"고르다01",AV,"르불규칙",1,19935,"choose; select","* 책이 모두 재미있어 보여서 딱 한 권만 고르기가 어려웠다.
* 골라 놓다."
418,"바르다01",AV,"르불규칙",1,62652,"apply; spread","* 어머니는 이사 갈 집에 바를 벽지를 흰색으로 고르셨다.
* 벽지를 바르다."
419,"벌어지다02",AV,"규칙",2,62090,"be held; be thrown","* 마을에 잔치가 벌어져서 곳곳에 흥겨운 음악 소리가 들린다. 
* 굿판이 벌어지다."
420,"포기하다",AV,"ㅕ불규칙",3,71344,"give up","* 높은 환율로 인해 나는 해외여행 계획을 포기할 수밖에 없었다.
* 결혼을 포기하다."
421,"형성되다",AV,"규칙",3,85844,"be formed; be built; be developed","* 국민 모두가 힘을 모아 위기를 극복해야 한다는 공감대가 형성되었다.
* 형성된 시기."
422,"고치다",AV,"규칙",1,18381,"repair; mend","* 나는 손재주가 좋아서 고장이 난 물건을 잘 고친다.
* 전화기를 고치다."
423,"다하다",AV,"ㅕ불규칙",1,61526,"exhaust; use up","* 기름이 다했는지 보일러가 작동하지 않는다.
* 기력이 다하다."
424,"비교하다",AV,"ㅕ불규칙",3,63522,compare,"* 오늘 과제는 영화를 보고 원작 소설과 비교해서 보고서를 쓰는 것이다.
* 비교한 가격."
425,"커지다",AV,"규칙",2,72165,"get bigger; grow; increase","* 학생들이 집중하지 않자 선생님의 목소리가 커졌다.
* 감정이 커지다."
426,"들이다",AV,"규칙",2,15078,"let someone in; allow someone in","* 아버지는 가출했던 형을 집에 들이지 못하게 하셨다.
* 손님을 들이다."
427,"맡기다",AV,"규칙",2,64685,"assign; entrust","* 회사 행사 때 주차 안내를 맡길 사람이 없다.
* 맡긴 교육."
428,"싣다",AV,"ㄷ불규칙",1,58173,"load; lade; freight","* 김 씨는 트럭에 이삿짐을 싣기 위해 사람을 다섯 명이나 불렀다.
* 싣는 짐."
429,"쌓다01",AV,"규칙",1,62095,"pile; heap","* 지수는 쓰레기를 버리지 않고 쌓아 놓고 있다.
* 책을 쌓아 놓다."
430,"잘못되다",AV,"규칙",1,91481,"go wrong","* 계산이 잘못되어 요금보다 더 많은 돈을 내었다.
* 잘못된 교육."
431,"내밀다",AV,"규칙",2,85915,"protrude; stick out; extend","* 그는 나에게 손을 내밀며 악수를 청했다.
* 끝을 내밀다."
432,"맞다03",AV,"규칙",2,66233,"be beaten; be hit","* 잘못을 한 아이들은 선생님에게 회초리를 맞았다.
* 맞은 부위."
433,"잡히다02",AV,"규칙",2,70656,"be arrested; be held; be caught","* 경찰에게 잡힌 강도는 순순히 범행을 자백했다.
* 잡힌 도둑."
434,"분석하다",AV,"ㅕ불규칙",3,62310,analyze,"* 이 지역의 지하수를 분석한 결과, 인체에 유해한 성분은 검출되지 않았다.
* 분석한 도표."
435,"울리다01",AV,"규칙",2,69525,"ring; sound","* 잠깐 눈을 감은 것 같은데 어느새 기상 시간을 알리는 알람이 울린다.
* 경보음이 울리다."
436,"작용하다",AV,"ㅕ불규칙",3,24821,"act; function; work","* 여행 당일 날씨가 변수로 작용해 방문할 관광지에 영향을 끼칠 거예요.
* 변수로 작용하다."
437,"확실하다",DV,"ㅕ불규칙",2,73234,"certain; sure; confident; definite","* 아버지는 그 신문의 기사는 확실한 내용이 아니라고 믿고 계신다.
* 확실한 내용."
438,"바람직하다",DV,"ㅕ불규칙",2,15806,desirable,"* 방송사는 시청자와의 대화 모임을 적극적으로 주선하는 것이 바람직하다.
* 바람직한 방법."
439,"연구하다",AV,"ㅕ불규칙",3,58171,"research; study","* 김 교수는 평생 동안 한국 역사를 연구했다.
* 연구하는 분야."
440,"착하다",DV,"ㅕ불규칙",1,71732,"kind; generous","* 나는 선한 인상 때문에 항상 착한 역할만을 했는데 가끔은 나쁜 역할도 한번 해 보고 싶다. 
* 착한 사람."
441,"거두다01",AV,"규칙",2,92444,"collect; retrieve","* 운동회가 끝나고 사람들은 신속하게 천막을 거두었다.
* 물건을 거두다."
442,"검다",DV,"규칙",2,62259,"black; dark","* 학생들은 같은 반 친구의 죽음을 애도하기 위해 검은 리본을 달고 다녔다.
* 검은 구름."
443,"따다",AV,"규칙",2,61395,pick,"* 나는 딸기가 먹고 싶어 밭에서 딸기를 따 왔다.
* 꽃을 따다."
444,"불가능하다",DV,"ㅕ불규칙",3,71048,impossible,"* 사람이 영원히 산다는 것은 소설에나 나올 법한 불가능한 이야기이고 모든 사람은 죽게 마련이다.
* 불가능한 목표."
445,"퍼지다",AV,"규칙",2,81118,"spread out; flare out","* 유민이는 허리는 잘록하고 밑단으로 갈수록 퍼진 스커트를 입었다.
* 퍼진 치마."
446,"누르다01",AV,"르불규칙",1,72239,"press; push","* 사진사가 카메라 셔터를 찰칵 눌러서 멋진 사진을 찍었다.
* 도장을 누르다."
447,"유명하다",DV,"ㅕ불규칙",3,29716,"famous; popular","* 이 책은 워낙 유명한 책이라서 초등학생도 그 제목은 알고 있다.
* 유명한 가수."
448,"끊다",AV,"규칙",1,62839,cut,"* 할머니는 단추를 다 달고 나서 이로 실을 끊으셨다.
* 고무줄을 끊다."
449,"넘어가다",AV,"규칙",2,65551,"fall down; be brought down","* 큰 나무가 나무꾼의 힘찬 도끼질에 못 이겨서 넘어갔다.
* 기둥이 넘어가다."
450,"담기다01",AV,"규칙",2,66323,"be dished up","* 승규는 초콜릿이 가득 담겨 있는 상자를 내게 주었다. 
* 과일이 담기다."
451,"서두르다",AV,"르불규칙",1,62311,"hurry; rush","* 서두르지 말고 여기 앉아서 차분히 틀린 문제를 다시 풀어 보렴.
* 서두르는 기색."
452,"충분하다",DV,"ㅕ불규칙",1,72147,"sufficient; enough","* 많은 사람들이 먹기에 충분한 음식이 준비되었다.
* 충분한 검토."
453,"기쁘다",DV,"규칙",1,40078,"happy; glad","* 나는 이번 시험에서 일 등을 해서 매우 기뻤다.
* 기쁜 마음."
454,"뛰다02",AV,"규칙",1,74124,"run; race; dash","* 아이는 보고 싶던 엄마를 향하여 전속력으로 뛰었다.
* 앞으로 뛰다."
455,"앞두다",AV,"규칙",2,16162,"have something ahead","* 결혼을 한 달 앞두고 그녀는 매우 설레었다.
* 결전을 앞두다."
456,"꾸미다",AV,"규칙",2,62280,"decorate; adorn","* 나는 곧 태어날 아기를 위해 방을 아기자기하게 꾸몄다.
* 거실을 꾸미다."
457,"늘리다",AV,"규칙",2,61338,"extend; enlarge","* 우리는 사무실을 사십 평에서 백 평으로 늘려 이사를 갔다.
* 규모를 늘리다."
458,"발견되다",AV,"규칙",3,69493,"be discovered; be found","* 최근 이 지역에서 석기와 토기들이 다수 발견되었다.
* 발견된 흔적."
459,"보호하다",AV,"ㅕ불규칙",3,14539,"protect; safeguard","* 국가는 국민의 생명과 재산을 보호할 의무가 있다.
* 몸을 보호하다."
460,"지르다03",AV,"르불규칙",1,62312,"yell; shout","* 군인들은 우렁찬 함성을 지르며 씩씩하게 훈련을 받고 있었다.
* 지르는 비명."
461,"마르다01",AV,"르불규칙",1,64677,"dry up","* 지수는 비에 젖은 옷이 마를 때까지 친구 집에 있었다.
* 땀이 마르다."
462,"애쓰다",AV,"규칙",2,14268,"try hard","* 오늘 애쓰신 두 분께 박수를 보내 드립시다.
* 애쓴 보람."
463,"올바르다",DV,"르불규칙",2,22142,"proper; honest","* 치과 의사는 환자들에게 올바른 칫솔질을 가르쳤다.
* 올바른 습관."
464,"춥다",DV,"ㅂ불규칙",1,72146,cold,"* 날이 추우니 따뜻하게 입고 나가거라.
* 추운 겨울밤."
465,"흔하다",DV,"ㅕ불규칙",2,89253,"common; commonplace","* 공짜로 유학을 할 수 있는 기회는 흔한 기회가 아니니까 꼭 잡아야 한다.
* 흔한 기회."
466,"높아지다",AV,"규칙",2,61339,"get higher","* 폭풍으로 파도가 높아져 배가 심하게 흔들렸다.
* 높이가 높아지다."
467,"늙다",AV,"규칙",1,63500,"become old; age","* 저는 늙으신 부모님과 함께 살고 있습니다. 
* 늙은 사람."
468,"뛰어나다",DV,"규칙",2,14445,"remarkable; outstanding","* 승규는 언어 실력이 뛰어나서 말을 잘한다.
* 뛰어난 말솜씨."
469,"무겁다",DV,"ㅂ불규칙",1,58159,"heavy; weighty","* 민준은 무거운 짐을 들고 계단을 올라가는 할머니를 도와 드렸다.
* 무거운 가방."
470,"인식하다",AV,"ㅕ불규칙",3,25108,"perceive; be aware of; recognize","* 그와의 진지한 대화를 통해 나는 그의 새로운 모습을 인식하게 되었다.
* 필요성을 인식하다."
471,"뜨다05",AV,"규칙",1,62313,open,"* 바람이 심하게 불어서 도저히 눈을 뜨고 있을 수가 없었다.
* 감은 눈을 뜨다."
472,"맺다",AV,"규칙",2,15976,form,"* 영화가 너무 슬퍼 지수의 눈에 결국 눈물이 맺고 말았다.
* 눈물방울이 맺다."
473,"구성하다",AV,"ㅕ불규칙",3,24556,"form; organize","* 민준이는 안무 팀을 구성해 매일같이 새로운 안무를 배우고 연습했다.
* 단체를 구성하다."
474,"때리다",AV,"규칙",2,14433,"hit; beat; strike; smack; slap; punch","* 형이 동생을 때려서 동생 눈이 시퍼렇게 멍들었다.
* 따귀를 때리다."
475,"특별하다",DV,"ㅕ불규칙",1,71297,special,"* 그 여자에 대한 나의 감정은 특별하다.
* 특별한 경우."
476,"낫다02",DV,"ㅅ불규칙",1,38524,better,"* 몸이 아플 때에는 다른 것보다 잘 먹고 쉬는 것이 제일 낫다.
* 다른 사람보다 낫다."
477,"넘어서다",AV,"규칙",2,64525,"go beyond","* 이제 산 하나만 넘어서면 고향집에 곧 도착이다.
* 고개를 넘어서다."
478,"볶다",AV,"규칙",1,59753,stir-fry,"* 콩을 볶을 때는 타지 않게 약한 불에서 볶는다.
* 볶은 고추장."
479,"생산하다",AV,"ㅕ불규칙",3,16240,produce,"* 전 세계에서 자동차를 생산할 수 있는 기술을 가진 나라는 많지 않다.
* 과일을 생산하다."
480,"저지르다",AV,"르불규칙",2,25022,"commit; make","* 그는 학교에 불을 내는 큰일을 저질러 놓고 아무렇지 않은 얼굴로 앉아 있었다.
* 범죄를 저지르다."
481,"줄어들다",AV,"규칙",2,26007,diminish,"* 휴가 기간이어서 도시 안의 차량 수가 많이 줄어들었다.
* 고통이 줄어들다."
482,"가난하다",DV,"ㅕ불규칙",3,62495,"poor; indigent; destitute","* 나는 비록 가난하게 살고 있지만 공부를 하며 지내는 지금의 생활이 행복하다.
* 가난한 나라."
483,"살아오다",AV,"규칙",2,16108,live,"* 그는 막노동도 마다하지 않으면서 겨우 살아오는 형편이다.
* 30년을 살아오다."
484,"들려오다",AV,"규칙",2,67875,"be heard","* 창문을 열자 빗소리가 시원하게 들려왔다.
* 들려오는 소식."
485,"풀리다",AV,"규칙",2,62314,"be untied","* 고삐가 풀린 망아지들은 제멋대로 목장 주변을 날뛰기 시작했다.
* 결박이 풀리다."
486,"강력하다",DV,"ㅕ불규칙",3,16416,"strong; powerful","* 우리 군은 강력한 파괴력을 지닌 미사일을 보유하고 있다.
* 강력한 군대."
487,"들여다보다",AV,"규칙",2,64546,"look in","* 아이는 담임 선생님을 찾으려고 교무실 문을 열고 들여다보았다.
* 내부를 들여다보다."
488,"활용하다",AV,"ㅕ불규칙",3,60171,"use; utilize","* 오늘 행사에서는 폐휴지를 활용해 생활용품을 만드는 시간을 가졌다.
* 활용한 인력."
489,"가꾸다",AV,"규칙",2,28757,"cultivate; grow","* 어머니는 식구들이 먹을 채소를 직접 가꾸셨다.
* 나무를 가꾸다."
490,"떠올리다",AV,"규칙",2,62315,"recall; recollect","* 나는 친구들을 골려 줄 계획을 떠올렸다.
* 말을 떠올리다."
491,"좁다",DV,"규칙",1,75801,small,"* 여기는 주차장이 좁아서 큰 차는 들어갈 수가 없다.
* 좁은 공간."
492,"집다",AV,"규칙",2,71575,"pick up","* 나는 바닥에 떨어져 있는 지폐를 손으로 집어 재빨리 주머니 속에 넣었다.
* 집은 책."
493,"생겨나다",AV,"규칙",2,62480,"emerge; occur","* 사람들이 사회 생활을 하는 과정에서 생겨나는 일들을 사회 현상이라 한다.
* 모임이 생겨나다."
494,"틀림없다",DV,"규칙",2,71301,"sure enough; invariably right; unfailing","* 나는 틀림없는 정보라는 말에 속아 거액의 주식을 투자했다.
* 틀림없는 기록."
495,"피다",AV,"규칙",1,73270,"bloom; blossom","* 봄이 되자 진달래가 흐드러지게 피었다.
* 개나리가 피다."
496,"지다01",AV,"규칙",2,62496,set,"* 창밖을 보니 노을이 지고 있다.
* 노을이 지다."
497,"채우다01",AV,"규칙",2,77991,lock,"* 지수는 중요한 서류를 서랍에 넣고 자물쇠를 채웠다.
* 방문을 채우다."
498,"채우다02",AV,"규칙",2,71467,fill,"* 그가 다시 빈 잔에 술을 채웠다.
* 객석을 채우다."
